dataset,track,model,proteins,stratification,stratum,residues,positive_labels,negative_labels,prevalence,mean_score,calibration_bias,brier_score,mean_absolute_error,log_loss,error_rate_at_0_5,f1_at_0_5_full_precision,mcc_at_0_5_full_precision,tp,tn,fp,fn,roc_auc_full_precision,aucpr_trapezoid_full_precision,aps_full_precision,fmax_full_precision
CAID3,disorder_nox,A10-locked,22,protein_length,1001+,35601,5334,30267,0.14982725204348193,0.4667700218417665,0.3169427697982846,0.3011579767813357,0.35107609874007556,1.444323351604423,0.32810876098985986,0.4512613332080612,0.3818502001127049,4803,19117,11150,531,0.8241142551452056,0.4260856713282154,0.42617700073526016,0.46159973448390307
CAID3,disorder_nox,LoRA-DR-Suite 650M,22,protein_length,1001+,35601,5334,30267,0.14982725204348193,0.28155733931089155,0.13173008726740962,0.17325616687068165,0.2850422447240873,0.5066020736705144,0.24128535715288896,0.37225957322420344,0.24071450331063438,2547,24464,5803,2787,0.7517638047003468,0.29421998581900694,0.2942108559076064,0.410063323635119
CAID3,disorder_nox,PUNCH2-Light Paper-8,22,protein_length,1001+,35601,5334,30267,0.14982725204348193,0.351199778913081,0.20137252686959908,0.21236445540126714,0.3001362568586444,0.6949354910533361,0.2979129799724727,0.43806294373211824,0.3413116486570139,4134,20861,9406,1200,0.7801941485929582,0.35337431370700106,0.353476040817473,0.45503439649781113
CAID3,disorder_nox,PUNCH2-Light Released-13,22,protein_length,1001+,35601,5334,30267,0.14982725204348193,0.3652406907750709,0.21541343873158894,0.21319995031220773,0.30217320740613746,0.65637995535743,0.3072104716159658,0.4356844332077808,0.34095210794326325,4222,20442,9825,1112,0.8070219912172987,0.4292910625565619,0.4293782139152154,0.4914702848528128
CAID3,disorder_nox,A10-locked,71,protein_length,201-500,23478,9032,14446,0.38470057074708236,0.5821096266629995,0.19740905591591712,0.19488395357539745,0.25060838872505325,0.8183759885988444,0.22995996251810205,0.7593921297740541,0.5947469156922234,8520,9559,4887,512,0.8926219205588584,0.7945969061421957,0.7946940028041287,0.796010787157177
CAID3,disorder_nox,LoRA-DR-Suite 650M,71,protein_length,201-500,23478,9032,14446,0.38470057074708236,0.5029983957912996,0.11829782504421721,0.1604701275691457,0.25993644765517204,0.5122377441426738,0.22199505920436152,0.7510032486145614,0.5747143167046828,7860,10406,4040,1172,0.8783099543187438,0.7877035401686767,0.7878054958783325,0.7635309945151609
CAID3,disorder_nox,PUNCH2-Light Paper-8,71,protein_length,201-500,23478,9032,14446,0.38470057074708236,0.4201671914845643,0.03546662073748191,0.14684284551659205,0.24245075467828606,0.48878548749456635,0.19166879631995912,0.7772718273609187,0.6230230793880799,7852,11126,3320,1180,0.86719402130067,0.768355017581299,0.7683884233914683,0.779225987567676
CAID3,disorder_nox,PUNCH2-Light Released-13,71,protein_length,201-500,23478,9032,14446,0.38470057074708236,0.44827076662862675,0.06357019588154439,0.14826197181053427,0.23179701114068915,0.5007866086157077,0.19235028537354118,0.7795782897305741,0.6268107255822505,7986,10976,3470,1046,0.8721551685658218,0.7722332293406214,0.7722880450455306,0.7857506880032618
CAID3,disorder_nox,A10-locked,72,known_label_disorder_fraction,"(0.10,0.30]",33203,5948,27255,0.17914043911694727,0.4469781719995684,0.26783773288262114,0.2430188201041784,0.30073673087350755,1.1084761078989478,0.2736800891485709,0.5489203276247208,0.473999134297961,5529,18587,8668,419,0.8458417703630202,0.4201327521494706,0.42028045830798894,0.5723615160349854
CAID3,disorder_nox,LoRA-DR-Suite 650M,72,known_label_disorder_fraction,"(0.10,0.30]",33203,5948,27255,0.17914043911694727,0.3607062237811047,0.1815657846641574,0.1717816952190974,0.27728514308317387,0.5238694833647497,0.24326115110080415,0.546770663823579,0.4498273036983211,4872,20254,7001,1076,0.8522934656461916,0.509480937312045,0.509339175590831,0.5531088082901555
CAID3,disorder_nox,PUNCH2-Light Paper-8,72,known_label_disorder_fraction,"(0.10,0.30]",33203,5948,27255,0.17914043911694727,0.3092797288933621,0.1301392897764148,0.16187999603243694,0.24737945195592873,0.5355246618575874,0.23067192723549076,0.5506072874493927,0.45030545954881485,4692,20852,6403,1256,0.8385180029650972,0.40958742298964657,0.4097355359021839,0.5511985105887828
CAID3,disorder_nox,PUNCH2-Light Released-13,72,known_label_disorder_fraction,"(0.10,0.30]",33203,5948,27255,0.17914043911694727,0.33120381326646986,0.1520633741495226,0.17381852394778544,0.25222198663027434,0.5770575742137782,0.23461735385356744,0.5528641946963608,0.45591713333590095,4816,20597,6658,1132,0.8385482165066114,0.4103210106542508,0.4104587984138124,0.5551444192853593
CAID3,disorder_nox,A10-locked,43,known_label_disorder_fraction,0-0.10,33811,1275,32536,0.0377096211292183,0.41590674314806575,0.3781971220188475,0.34008532749939724,0.40070590066425865,1.6346885344956306,0.3714175859927243,0.12621764542165323,0.13166674749955343,907,20346,12190,368,0.6823107676805662,0.054442423086262265,0.05450949714134944,0.12695957820738138
CAID3,disorder_nox,LoRA-DR-Suite 650M,43,known_label_disorder_fraction,0-0.10,33811,1275,32536,0.0377096211292183,0.25520142429397774,0.21749180316475944,0.14997605620940668,0.25437242570441215,0.45529195629482616,0.2014728934370471,0.16805080605764536,0.16450309431764437,688,26311,6225,587,0.7406744505030928,0.0939328345290279,0.09419260232279551,0.1907996295152825
CAID3,disorder_nox,PUNCH2-Light Paper-8,43,known_label_disorder_fraction,0-0.10,33811,1275,32536,0.0377096211292183,0.2968171923408358,0.25910757121161754,0.22086761871493432,0.300816588201047,0.726472932777239,0.30830203188311495,0.106616386698663,0.07742152539193703,622,22765,9771,653,0.6627088666792018,0.051377115800531,0.051438101191290136,0.1197372536753206
CAID3,disorder_nox,PUNCH2-Light Released-13,43,known_label_disorder_fraction,0-0.10,33811,1275,32536,0.0377096211292183,0.3052649578993878,0.2675553367701695,0.22279828308996227,0.30573778124646417,0.6935699981243719,0.3185058117180799,0.11519184947826802,0.09638268018527459,701,22341,10195,574,0.6836851367052845,0.05645471542996329,0.056532233204542114,0.12152777777777776
CAID3,disorder_nox,A10-locked,48,known_label_disorder_fraction,"(0.30,0.60]",20400,8588,11812,0.4209803921568627,0.517104908229049,0.09612451607218625,0.1555500816366622,0.20707548057269703,0.6130374347357689,0.18803921568627452,0.7975725593667546,0.6344842945571029,7557,9007,2805,1031,0.8957187631455131,0.83637437561585,0.8364596900480948,0.8050052137643378
CAID3,disorder_nox,LoRA-DR-Suite 650M,48,known_label_disorder_fraction,"(0.30,0.60]",20400,8588,11812,0.4209803921568627,0.4097631824571804,-0.011217209699682318,0.15827061729587075,0.2486138170078402,0.5277549796439653,0.2082843137254902,0.7492771581990914,0.571352650711793,6349,9802,2010,2239,0.8570944506159297,0.761284094230646,0.761790690462292,0.7527147087857847
CAID3,disorder_nox,PUNCH2-Light Paper-8,48,known_label_disorder_fraction,"(0.30,0.60]",20400,8588,11812,0.4209803921568627,0.35741429013267156,-0.06356610202419116,0.1499267425299731,0.2422921076172304,0.5160972821970587,0.18313725490196078,0.7780945592777381,0.6226702113700919,6550,10114,1698,2038,0.870381365582923,0.789706728204531,0.7898015567574254,0.7848298073185629
CAID3,disorder_nox,PUNCH2-Light Released-13,48,known_label_disorder_fraction,"(0.30,0.60]",20400,8588,11812,0.4209803921568627,0.38421176219611763,-0.03676862996074509,0.14597852096240987,0.22870902250320588,0.5108983647751635,0.18200980392156862,0.7829035841665205,0.626238908258041,6695,9992,1820,1893,0.8716390762372338,0.7854240509881619,0.7855232612571699,0.7882587948063478
CAID3,disorder_nox,A10-locked,41,known_label_disorder_fraction,"(0.60,1.00]",12563,10556,2007,0.8402451643715673,0.9110583776609911,0.0708132132894238,0.0914501874370128,0.116569596774881,0.3998017641963807,0.10483164849160233,0.9405122182573739,0.549614307045758,10411,835,1172,145,0.8546790241354955,0.9633398571475535,0.9633419564946313,0.9405122182573739
CAID3,disorder_nox,LoRA-DR-Suite 650M,41,known_label_disorder_fraction,"(0.60,1.00]",12563,10556,2007,0.8402451643715673,0.7200959653975213,-0.12014919897404597,0.15583745579378208,0.25589400731374673,0.48549551776211547,0.24365199395048953,0.8438663606222901,0.32363028265153115,8272,1230,777,2284,0.7701606569126285,0.9363089896074724,0.9362097077020533,0.9360121711115089
CAID3,disorder_nox,PUNCH2-Light Paper-8,41,known_label_disorder_fraction,"(0.60,1.00]",12563,10556,2007,0.8402451643715673,0.7216561379740348,-0.11858902639753244,0.13187147619303516,0.25359565956048713,0.4466021427355198,0.14908859348881637,0.9113708418113851,0.4423115293034726,9630,1060,947,926,0.8084147224011149,0.9499270244169111,0.9499409577577833,0.9203628117913832
CAID3,disorder_nox,PUNCH2-Light Released-13,41,known_label_disorder_fraction,"(0.60,1.00]",12563,10556,2007,0.8402451643715673,0.7635975234206958,-0.07664764095087151,0.11706971542974083,0.21812582953471302,0.40911012754970705,0.14319828066544615,0.915337192338463,0.4518380220977042,9725,1039,968,831,0.8192042138230479,0.9520058719603961,0.9520315921096901,0.9231757097647113
CAID3,disorder_pdb,A10-locked,34,protein_length,1001+,22660,5832,16828,0.25736981465136805,0.33308137463680537,0.07571155998543733,0.06911425408640538,0.13760472557446207,0.23834600846644158,0.08861429832303619,0.8385332904470891,0.7806478939639088,5214,15438,1390,618,0.9601400215461655,0.9364596948656334,0.9364632732504674,0.8683778411546106
CAID3,disorder_pdb,LoRA-DR-Suite 650M,34,protein_length,1001+,22660,5832,16828,0.25736981465136805,0.19964552393642543,-0.05772429071494262,0.11453247069308524,0.21065630625147308,0.3584929396444273,0.1642541924095322,0.5925114955112765,0.5310466436744342,2706,16232,596,3126,0.8991795326588417,0.7717507541261438,0.7717242033829432,0.7106927489336666
CAID3,disorder_pdb,PUNCH2-Light Paper-8,34,protein_length,1001+,22660,5832,16828,0.25736981465136805,0.2131347714585878,-0.04423504319278024,0.06929546321102374,0.13465583934901149,0.2555090090311263,0.07766990291262135,0.8322211630123927,0.7908774584506554,4365,16535,293,1467,0.9389563551569775,0.9020370132222495,0.9020432353082212,0.8361624308355997
CAID3,disorder_pdb,PUNCH2-Light Released-13,34,protein_length,1001+,22660,5832,16828,0.25736981465136805,0.22700709484445275,-0.030362719806915295,0.06479906670282093,0.12721634668262577,0.24144546366434785,0.07541924095322154,0.8401160071101131,0.7969722528729855,4490,16461,367,1342,0.9411106354684188,0.9057505208011897,0.9057564485003706,0.8401758159543626
CAID3,disorder_pdb,A10-locked,76,protein_length,1-200,8292,3809,4483,0.45935841775205016,0.4846813752854233,0.025322957533373158,0.07180011184376042,0.14378132442963457,0.24860994035688047,0.0932223830197781,0.8985431158944743,0.8123189373425858,3423,4096,387,386,0.9583719529224696,0.9607394496434977,0.9607442985546104,0.9038799513316208
CAID3,disorder_pdb,LoRA-DR-Suite 650M,76,protein_length,1-200,8292,3809,4483,0.45935841775205016,0.5256895342294803,0.06633111647743012,0.14559199056763492,0.2542339383675169,0.43653168429306194,0.21394114809454895,0.780716934487021,0.5769785396456288,3158,3360,1123,651,0.8912005430860506,0.9008358971254586,0.9007800935095878,0.7834999367328863
CAID3,disorder_pdb,PUNCH2-Light Paper-8,76,protein_length,1-200,8292,3809,4483,0.45935841775205016,0.3187113774331404,-0.1406470403189098,0.11214735594488914,0.19241863632855766,0.36712975605894105,0.1493005306319344,0.809127351218008,0.7216486862300954,2624,4430,53,1185,0.9622393679175499,0.9610095033532114,0.961014938587385,0.9020184467317204
CAID3,disorder_pdb,PUNCH2-Light Released-13,76,protein_length,1-200,8292,3809,4483,0.45935841775205016,0.3350712874348408,-0.12428713031720934,0.10077352857555805,0.17463792433785577,0.335898656818551,0.14001447178002893,0.8244367155602601,0.7355630145313404,2726,4405,78,1083,0.9658499273853144,0.9643635552769512,0.9643686234033831,0.904930966469428
CAID3,disorder_pdb,A10-locked,129,protein_length,201-500,32539,10959,21580,0.3367958449860168,0.38257638490612894,0.04578053992011216,0.07698129622277387,0.1293318506521396,0.2619009510020982,0.10150895848059252,0.8546918305397915,0.7780211384142557,9714,19522,2058,1245,0.9603482873776477,0.9449743418365236,0.9449763178195927,0.8701496806177902
CAID3,disorder_pdb,LoRA-DR-Suite 650M,129,protein_length,201-500,32539,10959,21580,0.3367958449860168,0.3802054848406257,0.04340963985460894,0.08969244007968816,0.1857639859167989,0.2981577090604283,0.1200712990565168,0.8256037137883319,0.7345168927081216,9248,19384,2196,1711,0.9403643041918563,0.8994339339118568,0.8993271043747023,0.8288271830471319
CAID3,disorder_pdb,PUNCH2-Light Paper-8,129,protein_length,201-500,32539,10959,21580,0.3367958449860168,0.26937973783621194,-0.06741610714980484,0.0744672875228277,0.14282945007507605,0.2677689635161244,0.08328467377608409,0.8669873368018063,0.8118011828899997,8832,20997,583,2127,0.9568665954432398,0.9393404156421791,0.9393429620994098,0.8743771559984669
CAID3,disorder_pdb,PUNCH2-Light Released-13,129,protein_length,201-500,32539,10959,21580,0.3367958449860168,0.2867700901523495,-0.05002575483366728,0.06654570228825031,0.12779953635543503,0.2457872449966062,0.07790651218537754,0.8772694262890343,0.8238168628180507,9060,20944,636,1899,0.9597473597986463,0.9447281241980394,0.9447302924248828,0.8804503387081385
CAID3,disorder_pdb,A10-locked,80,protein_length,501-1000,35748,10801,24947,0.3021427772183059,0.3371027940957874,0.034960016877481515,0.08327624227473798,0.13686746041045347,0.28903137372756615,0.10954458990712768,0.8213829593139939,0.7425779129660841,9004,22828,2119,1797,0.9443596055523646,0.9065790398970043,0.906585401240609,0.84354556803995
CAID3,disorder_pdb,LoRA-DR-Suite 650M,80,protein_length,501-1000,35748,10801,24947,0.3021427772183059,0.27764907077680456,-0.02449370644150134,0.0867124028762328,0.16154593676824242,0.3020656153186397,0.11362873447465592,0.795797305449427,0.723003053078403,7915,23771,1176,2886,0.9237293941778921,0.878542375624934,0.8784356215684705,0.8201412285964832
CAID3,disorder_pdb,PUNCH2-Light Paper-8,80,protein_length,501-1000,35748,10801,24947,0.3021427772183059,0.22326312286882902,-0.07887965434947689,0.08530157908167657,0.15231201935863545,0.2988612879364178,0.09807541680653463,0.8181535269709542,0.762665335021338,7887,24355,592,2914,0.9489149382581268,0.9021368729405291,0.9021458056991359,0.8410104011887073
CAID3,disorder_pdb,PUNCH2-Light Released-13,80,protein_length,501-1000,35748,10801,24947,0.3021427772183059,0.2398275705519302,-0.06231520666637569,0.07779678010066325,0.13993961001630859,0.2809799943582149,0.09371153630972362,0.8291339385902275,0.7730761779370825,8128,24270,677,2673,0.9485545594044802,0.9030884720390479,0.9030984996820076,0.8424134786156579
CAID3,disorder_pdb,A10-locked,44,known_label_disorder_fraction,"(0.30,0.60]",15143,6573,8570,0.4340619428118603,0.434312281415382,0.0002503386035216937,0.10932727982973789,0.17179799216524796,0.3620268982839846,0.14488542560919238,0.829074478030539,0.7040893043244566,5321,7628,942,1252,0.9270144331829533,0.9250397682518081,0.9250448198887631,0.8329309512312892
CAID3,disorder_pdb,LoRA-DR-Suite 650M,44,known_label_disorder_fraction,"(0.30,0.60]",15143,6573,8570,0.4340619428118603,0.3679378932529162,-0.06612404955894408,0.15311643366540365,0.24392742317041471,0.49735106651478767,0.19976226639371328,0.7500206594496323,0.5918224310314124,4538,7580,990,2035,0.8725854113775797,0.839033710915647,0.8388727684556436,0.770475227502528
CAID3,disorder_pdb,PUNCH2-Light Paper-8,44,known_label_disorder_fraction,"(0.30,0.60]",15143,6573,8570,0.4340619428118603,0.2834787163829228,-0.15058322642893746,0.1471012511012496,0.22867015020106982,0.5209755652926924,0.17143234497787757,0.7657462551885942,0.6660276679589534,4243,8304,266,2330,0.9003953623083436,0.8971331929621161,0.8971417560649452,0.7998020292006929
CAID3,disorder_pdb,PUNCH2-Light Released-13,44,known_label_disorder_fraction,"(0.30,0.60]",15143,6573,8570,0.4340619428118603,0.3049816294967972,-0.1290803133150631,0.1377112365113279,0.21310702076859275,0.4970959309799253,0.16430033678927558,0.779627989371125,0.6771230554186292,4401,8254,316,2172,0.9007244728931569,0.8995853868100432,0.8995929373057674,0.8022645907917744
CAID3,disorder_pdb,A10-locked,100,known_label_disorder_fraction,"(0.10,0.30]",32600,5955,26645,0.18266871165644172,0.24968463369930738,0.06701592204286566,0.09362006056391113,0.1634301904508313,0.3126710235265291,0.1239877300613497,0.6877317676143387,0.6140446017370101,4451,24107,2538,1504,0.9077603386504683,0.7952946542312875,0.7953080758871891,0.712745271345236
CAID3,disorder_pdb,LoRA-DR-Suite 650M,100,known_label_disorder_fraction,"(0.10,0.30]",32600,5955,26645,0.18266871165644172,0.23426917628510094,0.05160046462865922,0.09529468619262702,0.18541112910752117,0.31395758666996815,0.1283128834355828,0.6564271047227926,0.5777926619089047,3996,24421,2224,1959,0.8905727055625643,0.7099498362947942,0.7097777367056387,0.6576810652809353
CAID3,disorder_pdb,PUNCH2-Light Paper-8,100,known_label_disorder_fraction,"(0.10,0.30]",32600,5955,26645,0.18266871165644172,0.14098974253355215,-0.04167896912288957,0.07336354087160112,0.12819436679377302,0.2548820306549109,0.09331288343558282,0.6961038961038961,0.6599002331571849,3484,26074,571,2471,0.9282539355417712,0.8117949909565816,0.8118100962575344,0.7300069541029207
CAID3,disorder_pdb,PUNCH2-Light Released-13,100,known_label_disorder_fraction,"(0.10,0.30]",32600,5955,26645,0.18266871165644172,0.15036444884503375,-0.03230426281140797,0.06964651541295329,0.12311515978738344,0.24521751232162903,0.08895705521472393,0.7191555297307767,0.679051900634867,3713,25987,658,2242,0.9287723983545195,0.8202883011850169,0.8203021837859967,0.7354566991313503
CAID3,disorder_pdb,A10-locked,74,known_label_disorder_fraction,0-0.10,32786,1466,31320,0.04471420728359666,0.13378526995014944,0.08907106266655279,0.06543551691984174,0.12943006673414628,0.23862532658605218,0.08479228939181357,0.35974205435283285,0.34034797346629436,781,29225,2095,685,0.8692183642338297,0.29759866875598584,0.2980682044248827,0.3854439592430859
CAID3,disorder_pdb,LoRA-DR-Suite 650M,74,known_label_disorder_fraction,0-0.10,32786,1466,31320,0.04471420728359666,0.14070298791961017,0.09598878063601352,0.056934656685661646,0.13664510625973098,0.2057180143019376,0.07085341304215213,0.4302182977679666,0.41441991227003155,877,29586,1734,589,0.8764982646239409,0.3219669493747994,0.32251478977663395,0.443606998654105
CAID3,disorder_pdb,PUNCH2-Light Paper-8,74,known_label_disorder_fraction,0-0.10,32786,1466,31320,0.04471420728359666,0.06406906521313975,0.01935485792954309,0.03162618580587063,0.07153705607920455,0.11672722554562931,0.0408406026962728,0.46160032167269804,0.44889249920469226,574,30873,447,892,0.93601125293803,0.44502401480379467,0.44557956555991357,0.4996039081066807
CAID3,disorder_pdb,PUNCH2-Light Released-13,74,known_label_disorder_fraction,0-0.10,32786,1466,31320,0.04471420728359666,0.06777168238767767,0.02305747510408101,0.03143477755909452,0.0713178425779235,0.11627006604063621,0.040169584578783626,0.503954802259887,0.48613954735431697,669,30800,520,797,0.9400921308710508,0.46189799555668065,0.46245317643846606,0.5165125495376485
CAID3,disorder_pdb,A10-locked,101,known_label_disorder_fraction,"(0.60,1.00]",18710,17407,1303,0.930358097274185,0.9066387914632459,-0.023719305810939062,0.04224602891808789,0.06619826375251364,0.15060738240671273,0.05259219668626403,0.9715508268763733,0.6266264574653765,16802,924,379,605,0.9599906901366105,0.9967002069836388,0.9967003047820359,0.9755388299692098
CAID3,disorder_pdb,LoRA-DR-Suite 650M,101,known_label_disorder_fraction,"(0.60,1.00]",18710,17407,1303,0.930358097274185,0.7139467459771801,-0.21641135129700484,0.13516532755177618,0.2395967915624458,0.4132597919535587,0.2102618920363442,0.8737727010203427,0.3880301338272087,13616,1160,143,3791,0.9281432285183037,0.993489772618046,0.9934843613472328,0.9756069726969274
CAID3,disorder_pdb,PUNCH2-Light Paper-8,101,known_label_disorder_fraction,"(0.60,1.00]",18710,17407,1303,0.930358097274185,0.7070761030377445,-0.22328199423644046,0.12381139411556334,0.2539771156347301,0.43855669190657187,0.11956173169428114,0.9323167226407673,0.48357381742927574,15407,1066,237,2000,0.9186594114161163,0.9931882355556858,0.9931884636579815,0.9644968756129684
CAID3,disorder_pdb,PUNCH2-Light Released-13,101,known_label_disorder_fraction,"(0.60,1.00]",18710,17407,1303,0.930358097274185,0.7527942070316515,-0.1775638902425335,0.09962119605689726,0.20913895058487442,0.3722568093272671,0.10956707642971673,0.938423645320197,0.493950913683676,15621,1039,264,1786,0.9291776700307711,0.9941717065278808,0.994171898541881,0.9655868176213429
