dataset,track,model,proteins,stratification,stratum,residues,positive_labels,negative_labels,prevalence,mean_score,calibration_bias,brier_score,mean_absolute_error,log_loss,error_rate_at_0_5,f1_at_0_5_full_precision,mcc_at_0_5_full_precision,tp,tn,fp,fn,roc_auc_full_precision,aucpr_trapezoid_full_precision,aps_full_precision,fmax_full_precision
CAID2,disorder_pdb,LoRA-DR-Suite 650M,37,known_label_disorder_fraction,"(0.30,0.60]",7680,3133,4547,0.40794270833333335,0.40638339738064844,-0.0015593109526849114,0.13871224947907013,0.2542528887995286,0.42429452600453027,0.20247395833333334,0.7495570945401836,0.5797231674007949,2327,3798,749,806,0.8852519252933735,0.8396184723860918,0.839569095289121,0.7771093176815849
CAID2,disorder_pdb,PUNCH2-Light Paper-8,37,known_label_disorder_fraction,"(0.30,0.60]",7680,3133,4547,0.40794270833333335,0.36930359838433596,-0.038639109948997385,0.13662348010176195,0.240599840313112,0.44025020129549325,0.18828125,0.7717082412377644,0.611637871577263,2444,3790,757,689,0.8894315926201434,0.8493395289353154,0.849383499158876,0.7730330048490536
CAID2,disorder_pdb,PUNCH2-Light Released-13,37,known_label_disorder_fraction,"(0.30,0.60]",7680,3133,4547,0.40794270833333335,0.3952303840084115,-0.012712324324921864,0.13172736980006475,0.22701355383328128,0.424834650892469,0.18216145833333333,0.7834030035609227,0.627305082265957,2530,3751,796,603,0.8981824826223622,0.8632922318860384,0.8633242774424423,0.7837338262476895
CAID3,disorder_nox,A10-locked,61,protein_length,1-200,7571,3339,4232,0.4410249636771893,0.5834253809772671,0.14240041730007785,0.1519886263727137,0.23270496259829482,0.5656267692268723,0.18134988772949412,0.8190325556873599,0.6612460248844032,3107,3091,1141,232,0.8996121409294181,0.8684903714190008,0.8685181045552794,0.8315471283319592
CAID3,disorder_nox,LoRA-DR-Suite 650M,61,protein_length,1-200,7571,3339,4232,0.4410249636771893,0.5970957241444196,0.15607076046723029,0.21798739319738827,0.3287266625201955,0.6558409796644712,0.3218861444987452,0.6945732547938338,0.39575837058608815,2771,2363,1869,568,0.8294643317135917,0.8291901197841458,0.8289616167271474,0.740082304526749
CAID3,disorder_nox,PUNCH2-Light Paper-8,61,protein_length,1-200,7571,3339,4232,0.4410249636771893,0.3866619564863294,-0.0543630071908599,0.15996566040242993,0.25311823665468236,0.5324348982198291,0.21952185972790914,0.7401500938086304,0.5523660416559145,2367,3542,690,972,0.8651649945565129,0.7599575844357238,0.7601530711769071,0.8010293918461331
CAID3,disorder_nox,PUNCH2-Light Released-13,61,protein_length,1-200,7571,3339,4232,0.4410249636771893,0.40559555619562804,-0.03542940748156126,0.15518817534614446,0.23986148871048737,0.5270963937494654,0.21252146347906486,0.7521946711843522,0.5671309921050848,2442,3520,712,897,0.8688283792788555,0.7597009350830088,0.7598982207079255,0.8058066283210079
CAID3,disorder_nox,A10-locked,50,protein_length,501-1000,33327,8662,24665,0.25990938278272874,0.48598561953212194,0.2260762367493932,0.22330161065973309,0.27239713496427076,1.0408471243136184,0.2503975755393525,0.6564854073189806,0.5362200268740949,7974,17008,7657,688,0.8567967494979949,0.5856088203401353,0.5856728062275741,0.6854587342458327
CAID3,disorder_nox,LoRA-DR-Suite 650M,50,protein_length,501-1000,33327,8662,24665,0.25990938278272874,0.3497808905611264,0.08987150777839764,0.13127559057520993,0.22067502438606176,0.43886837477304036,0.17883397845590662,0.7014925373134329,0.5874232538749313,7003,20364,4301,1659,0.8841637138767778,0.7167814162569073,0.7166472181749493,0.7079552088308656
CAID3,disorder_nox,PUNCH2-Light Paper-8,50,protein_length,501-1000,33327,8662,24665,0.25990938278272874,0.3410733695033877,0.08116398672065894,0.1601944414130988,0.24663375056063253,0.5471743705399665,0.20775947430011701,0.6734886352918985,0.5480045091397802,7141,19262,5403,1521,0.8399896783605463,0.5138717541117007,0.5139773575531689,0.673948867649136
CAID3,disorder_nox,PUNCH2-Light Released-13,50,protein_length,501-1000,33327,8662,24665,0.25990938278272874,0.36460138901822847,0.10469200623549973,0.16524386179349293,0.24310666078150148,0.5718011651869914,0.2103099588921895,0.6752536718713802,0.5516576377688601,7287,19031,5634,1375,0.8406337393948924,0.5155350835446317,0.5156376005970017,0.6765986706394683
