dataset,track,true_state,segment_length_bin,model,proteins,residues,positive_labels,negative_labels,prevalence,mean_score,calibration_bias,brier_score,mean_absolute_error,log_loss,error_rate_at_0_5,f1_at_0_5_full_precision,mcc_at_0_5_full_precision,tp,tn,fp,fn,roc_auc_full_precision,aucpr_trapezoid_full_precision,aps_full_precision,fmax_full_precision
CAID3,disorder_pdb,disordered,1-15,PUNCH2-Light Paper-8,94,1382,1382,0,1.0,0.34616049868632415,-0.6538395013136759,0.5080108140420417,0.6538395013136759,1.5765731243633119,0.7004341534008683,0.4610244988864143,0.0,414,0,0,968,,,,
CAID3,disorder_pdb,disordered,1-15,PUNCH2-Light Released-13,94,1382,1382,0,1.0,0.3812396879791606,-0.6187603120208394,0.47163607931935714,0.6187603120208394,1.4742484037630081,0.650506512301013,0.5179624664879356,0.0,483,0,0,899,,,,
CAID3,disorder_pdb,ordered,101+,A10-locked,160,51766,0,51766,0.0,0.09877494420240661,0.09877494420240661,0.0427581082747621,0.09877494420240661,0.15733040408866258,0.055750878955298844,0.0,0.0,0,48880,2886,0,,,,
CAID3,disorder_pdb,ordered,101+,LoRA-DR-Suite 650M,160,51766,0,51766,0.0,0.10773905459195225,0.10773905459195225,0.03806259783301076,0.10773905459195225,0.14754213036332273,0.04483637909052274,0.0,0.0,0,49445,2321,0,,,,
CAID3,disorder_pdb,ordered,101+,PUNCH2-Light Paper-8,160,51766,0,51766,0.0,0.0378248681456825,0.0378248681456825,0.007949980083046686,0.0378248681456825,0.0452522854655758,0.0070123246918827025,0.0,0.0,0,51403,363,0,,,,
CAID3,disorder_pdb,ordered,101+,PUNCH2-Light Released-13,160,51766,0,51766,0.0,0.03971659155863308,0.03971659155863308,0.009224273134186415,0.03971659155863308,0.04867864696465991,0.009253177761465054,0.0,0.0,0,51287,479,0,,,,
CAID3,disorder_pdb,disordered,101+,A10-locked,86,20235,20235,0,1.0,0.9286947134588786,-0.07130528654112145,0.04914754531179941,0.07130528654112132,0.16644015350589716,0.06103286384976526,0.9685230024213075,0.0,19000,0,0,1235,,,,
CAID3,disorder_pdb,disordered,101+,LoRA-DR-Suite 650M,86,20235,20235,0,1.0,0.7332882848363212,-0.26671171516367875,0.15825139900129395,0.26671171516367875,0.48506023786492636,0.23696565357054608,0.8655921513665031,0.0,15440,0,0,4795,,,,
CAID3,disorder_pdb,disordered,101+,PUNCH2-Light Paper-8,86,20235,20235,0,1.0,0.7165194851737237,-0.28348051482627634,0.1544902164094209,0.28348051482627623,0.5617142223786629,0.1445021003212256,0.9221221967719598,0.0,17311,0,0,2924,,,,
CAID3,disorder_pdb,disordered,101+,PUNCH2-Light Released-13,86,20235,20235,0,1.0,0.7653294974424166,-0.23467050255758337,0.12766013136095344,0.23467050255758343,0.49034928912482906,0.13308623671855696,0.9287132382137279,0.0,17542,0,0,2693,,,,
CAID3,disorder_pdb,disordered,31-100,A10-locked,111,7157,7157,0,1.0,0.8100308901349798,-0.18996910986502025,0.13475077934531232,0.18996910986502027,0.4377776427644245,0.17716920497415117,0.9028054576115283,0.0,5889,0,0,1268,,,,
CAID3,disorder_pdb,disordered,31-100,LoRA-DR-Suite 650M,111,7157,7157,0,1.0,0.6635847698996578,-0.33641523010034224,0.219943980666748,0.33641523010034224,0.7179265281631487,0.28992594662568116,0.8304600049023613,0.0,5082,0,0,2075,,,,
CAID3,disorder_pdb,disordered,31-100,PUNCH2-Light Paper-8,111,7157,7157,0,1.0,0.592751194757119,-0.407248805242881,0.2758495618195061,0.4072488052428811,0.9114344399862543,0.3458152857342462,0.7909451811808429,0.0,4682,0,0,2475,,,,
CAID3,disorder_pdb,disordered,31-100,PUNCH2-Light Released-13,111,7157,7157,0,1.0,0.6295562131218247,-0.37044378687817525,0.24995582699663305,0.3704437868781752,0.841766867094405,0.3147967025289926,0.8131995688583036,0.0,4904,0,0,2253,,,,
CAID3,disorder_pdb,ordered,1-15,A10-locked,34,501,0,501,0.0,0.4093054968815569,0.4093054968815569,0.30391211135864993,0.4093054968815569,1.1490543147351315,0.3912175648702595,0.0,0.0,0,305,196,0,,,,
CAID3,disorder_pdb,ordered,1-15,LoRA-DR-Suite 650M,34,501,0,501,0.0,0.3195964062903393,0.3195964062903393,0.19111432150839566,0.3195964062903393,0.5760919851237781,0.26746506986027946,0.0,0.0,0,367,134,0,,,,
CAID3,disorder_pdb,ordered,1-15,PUNCH2-Light Paper-8,34,501,0,501,0.0,0.20420275752115769,0.20420275752115769,0.102597354402544,0.20420275752115769,0.30918153755307515,0.16766467065868262,0.0,0.0,0,417,84,0,,,,
CAID3,disorder_pdb,ordered,1-15,PUNCH2-Light Released-13,34,501,0,501,0.0,0.22820422988922157,0.22820422988922157,0.12750342370198495,0.22820422988922157,0.37444281364747894,0.18762475049900199,0.0,0.0,0,407,94,0,,,,
CAID3,disorder_pdb,ordered,16-30,A10-locked,41,1352,0,1352,0.0,0.384225399017071,0.384225399017071,0.2865758697994274,0.384225399017071,0.9546155719405999,0.375,0.0,0.0,0,845,507,0,,,,
CAID3,disorder_pdb,ordered,16-30,LoRA-DR-Suite 650M,41,1352,0,1352,0.0,0.3292222450301701,0.3292222450301701,0.2036250032193015,0.3292222450301701,0.6276222979042558,0.2581360946745562,0.0,0.0,0,1003,349,0,,,,
CAID3,disorder_pdb,ordered,16-30,PUNCH2-Light Paper-8,41,1352,0,1352,0.0,0.18041322728468934,0.18041322728468934,0.09733534087805278,0.18041322728468934,0.30321422864849307,0.16494082840236687,0.0,0.0,0,1129,223,0,,,,
CAID3,disorder_pdb,ordered,16-30,PUNCH2-Light Released-13,41,1352,0,1352,0.0,0.19884576333957096,0.19884576333957096,0.11928371013717187,0.19884576333957096,0.3518970915914907,0.20710059171597633,0.0,0.0,0,1072,280,0,,,,
