dataset,track,stratification,stratum,model,proteins,residues,positive_labels,negative_labels,prevalence,mean_score,calibration_bias,brier_score,mean_absolute_error,log_loss,error_rate_at_0_5,f1_at_0_5_full_precision,mcc_at_0_5_full_precision,tp,tn,fp,fn,roc_auc_full_precision,aucpr_trapezoid_full_precision,aps_full_precision,fmax_full_precision
CAID3,disorder_pdb,distance_to_nearest_observed_transition,0-2,LoRA-DR-Suite 650M,218,2804,1404,1400,0.5007132667617689,0.40473702845542797,-0.09597623830634089,0.31507755017814276,0.4549970064402211,0.9649653726902122,0.4475748930099857,0.4965904532691536,0.10789192020384228,619,930,470,785,0.5844085775335776,0.5664826995218539,0.5670339131907304,0.6685714285714286
CAID3,disorder_pdb,distance_to_nearest_observed_transition,0-2,PUNCH2-Light Paper-8,218,2804,1404,1400,0.5007132667617689,0.22205041806291015,-0.2786628486988587,0.33318225634725385,0.4542384274029957,1.0668356765352518,0.4479315263908702,0.3053097345132743,0.14971709359394475,276,1272,128,1128,0.6263609076109076,0.6095602353512168,0.6100353447861637,0.6717210007581501
CAID3,disorder_pdb,distance_to_nearest_observed_transition,0-2,PUNCH2-Light Released-13,218,2804,1404,1400,0.5007132667617689,0.2460160164053495,-0.2546972503564193,0.3225467878046186,0.4461280902980028,1.03696118953529,0.4347360912981455,0.368066355624676,0.1684452023678211,355,1230,170,1049,0.6346240333740334,0.6141233996365766,0.6146178442977458,0.6727317432997295
CAID3,disorder_pdb,distance_to_nearest_observed_transition,16+,A10-locked,217,53437,9321,44116,0.17442970226622004,0.2339530791946896,0.05952337692846957,0.052594187489122,0.1063852547653407,0.18519600653750493,0.06725676965398507,0.8192880128720837,0.7804816071743826,8147,41696,2420,1174,0.9629484460163829,0.9204940500222882,0.920496401348544,0.8707270518827
CAID3,disorder_pdb,distance_to_nearest_observed_transition,16+,LoRA-DR-Suite 650M,217,53437,9321,44116,0.17442970226622004,0.20957314452762074,0.035143442261400704,0.07842523969947852,0.16197716341222243,0.2662273927499911,0.10356120291184011,0.691870824053452,0.6303953751594762,6213,41690,2426,3108,0.9125323187762132,0.7523826661773049,0.7522418906410963,0.6929385216577687
CAID3,disorder_pdb,distance_to_nearest_observed_transition,16+,PUNCH2-Light Paper-8,217,53437,9321,44116,0.17442970226622004,0.14795869881488669,-0.026471003451333353,0.04493821107317621,0.09116230882752963,0.17460105561446618,0.04779459924771226,0.8481208372978116,0.8270222676060595,7131,43752,364,2190,0.9516863277489979,0.9005462865319824,0.9005496802481648,0.8486270828444027
CAID3,disorder_pdb,distance_to_nearest_observed_transition,16+,PUNCH2-Light Released-13,217,53437,9321,44116,0.17442970226622004,0.15656950749839624,-0.0178601947678238,0.04117237524520147,0.08462966569052528,0.16545885772751867,0.04556767782622528,0.8570757762516874,0.8355027232908606,7301,43701,415,2020,0.9515182778460536,0.9037901882050196,0.9037932877322413,0.8575600070081177
CAID3,disorder_pdb,distance_to_nearest_observed_transition,3-5,A10-locked,218,2738,1357,1381,0.4956172388604821,0.42024009450004013,-0.07537714436044196,0.2681544545690979,0.38320486426872535,0.8708458196755533,0.3608473338203068,0.5954135954135955,0.2826463788241054,727,1023,358,630,0.6877973892446012,0.6875784186745706,0.6878109793139204,0.674015748031496
CAID3,disorder_pdb,distance_to_nearest_observed_transition,3-5,LoRA-DR-Suite 650M,218,2738,1357,1381,0.4956172388604821,0.3976298888791161,-0.09798734998136599,0.2524105125958882,0.38485745802067206,0.7802408421955618,0.34660336011687365,0.6047480216576425,0.3136918499412376,726,1063,318,631,0.7064783830669624,0.6735428753010566,0.6737762252311505,0.6955187231430325
CAID3,disorder_pdb,distance_to_nearest_observed_transition,3-5,PUNCH2-Light Paper-8,218,2738,1357,1381,0.4956172388604821,0.23542475867896276,-0.2601924801815193,0.26675328366158313,0.37944443923433163,0.8412859435232739,0.37034331628926226,0.4577540106951872,0.3252697647855076,428,1296,85,929,0.7905632659682383,0.7714230306740624,0.7716816101055044,0.7318794098781269
CAID3,disorder_pdb,distance_to_nearest_observed_transition,3-5,PUNCH2-Light Released-13,218,2738,1357,1381,0.4956172388604821,0.26111194071420746,-0.23450529814627463,0.25100501404816505,0.3634566378511688,0.7966963471656117,0.34477720964207453,0.5237134207870838,0.3641665298307684,519,1275,106,838,0.7994457894458802,0.7799261592574684,0.7801384045478481,0.7435658914728682
CAID3,disorder_pdb,distance_to_nearest_observed_transition,6-15,A10-locked,218,7274,2976,4298,0.40912840252955734,0.4117118096968106,0.002583407167253249,0.15330122826503592,0.24555812842727526,0.4848531522100049,0.2128127577673907,0.734840698869476,0.5575235805603308,2145,3581,717,831,0.8678669311057405,0.8385121848895727,0.8385430682741375,0.743357199681782
